0,tcp,SF,121,174,0,1,1,1,255,100,0.39,0.02,0,0,0.01,0.03,anomaly
0,tcp,RSTR,0,0,0,1,1,1,255,1,0,0.93,0.93,0,0.92,1,normal
281,tcp,SF,158,595,1,1,1,1,110,44,0.4,0.05,0.01,0,0,0,anomaly
7469,tcp,SF,0,44,0,1,1,1,255,207,0.81,0.03,0,0,0.12,0.07,anomaly
0,tcp,SF,322,1689,1,10,10,1,51,247,1,0,0.02,0.01,0,0,normal
0,tcp,SF,241,590,1,3,4,1,23,255,1,0,0.04,0.07,0,0,normal
0,tcp,SF,120,174,0,1,1,1,255,238,0.93,0.02,0,0,0.02,0.03,anomaly
0,tcp,SF,54540,8314,1,3,4,1,255,255,1,0,0,0,0.04,0.04,anomaly
0,tcp,SF,217,24911,1,1,1,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,105,146,0,1,1,1,111,111,1,0,0.01,0,0,0,anomaly
0,tcp,RSTO,0,0,0,111,5,0.05,255,5,0.02,0.06,0,0,1,1,anomaly
0,tcp,SF,204,616,1,6,32,1,221,255,1,0,0,0.01,0,0,normal
0,tcp,SF,231,12028,1,6,6,1,56,247,1,0,0.02,0.03,0,0,normal
0,tcp,SF,1410,480,1,1,2,1,31,123,0.26,0.1,0.03,0.02,0.13,0,normal
0,tcp,REJ,0,0,0,4,9,0.25,98,43,0.14,0.05,0.01,0.05,0.89,1,anomaly
0,tcp,SF,315,4485,1,3,3,1,255,255,1,0,0,0,0,0,normal
0,udp,SF,52,49,0,503,503,1,255,255,1,0,0.82,0,0,0,normal
0,icmp,SF,520,0,0,264,264,1,255,255,1,0,1,0,0,0,anomaly
0,tcp,SF,364,14744,1,20,20,1,27,255,1,0,0.04,0.04,0,0,normal
0,tcp,REJ,0,0,0,278,20,0.07,255,20,0.08,0.06,0,0,1,1,anomaly
0,tcp,SF,205,809,1,5,7,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,313,735,1,7,7,1,45,231,1,0,0.02,0.04,0,0,normal
0,udp,SF,43,0,0,1,1,1,255,255,1,0,0.02,0,0,0,anomaly
0,tcp,REJ,0,0,0,252,8,0.03,255,8,0.03,0.06,0,0,1,1,anomaly
1,tcp,SF,2599,293,1,3,3,1,255,207,0.81,0.13,0,0,0.18,0,anomaly
0,udp,SF,44,44,0,92,92,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,30,217,1,1,1,1,90,12,0.13,0.06,0.01,0,0,0,anomaly
0,tcp,S0,0,0,0,121,11,0.09,255,11,0.04,0.06,0,0,0,0,anomaly
0,tcp,SF,6259,335,1,1,1,1,121,176,0.73,0.06,0.01,0.01,0.06,0.04,normal
0,tcp,SF,238,1738,1,9,9,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,245,676,1,3,3,1,255,255,1,0,0,0,0,0,normal
0,tcp,RSTO,0,0,0,266,4,0.02,255,4,0.02,0.06,0,0,1,1,anomaly
0,tcp,SF,8766,0,0,6,6,1,12,78,1,0,1,0.05,0,0,normal
0,tcp,S0,0,0,0,160,12,0.08,255,12,0.05,0.08,0,0,0,0,anomaly
1,tcp,SF,2599,293,1,3,3,1,255,154,0.6,0.13,0,0,0.38,0,anomaly
0,tcp,SF,228,638,1,2,2,1,121,255,1,0,0.01,0.04,0,0,normal
0,tcp,SF,225,243,1,9,10,1,31,243,1,0,0.03,0.06,0,0,normal
0,tcp,REJ,0,0,0,31,20,0.65,255,20,0.08,0.75,0.01,0,0.87,1,anomaly
0,tcp,SF,329,774,1,25,25,1,196,255,1,0,0.01,0.01,0,0,normal
0,tcp,REJ,0,0,0,398,1,0,255,1,0,0.91,0,0,0.84,1,anomaly
909,tcp,RSTR,1024,0,1,78,78,1,255,255,1,0,0,0,0.41,0.41,anomaly
0,tcp,S0,0,0,0,210,3,0.01,255,3,0.01,0.07,0,0,0,0,anomaly
0,tcp,SF,328,1302,1,19,19,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,207,267,1,7,27,1,255,255,1,0,0,0,0,0,normal
0,tcp,S0,0,0,0,142,6,0.04,255,6,0.02,0.06,0,0,0,0,anomaly
0,tcp,SF,212,280,1,5,8,1,255,255,1,0,0,0,0,0,normal
0,tcp,SF,229,2494,1,10,10,1,218,255,1,0,0,0.03,0,0,normal
0,tcp,S0,0,0,0,236,4,0.02,255,4,0.02,0.07,0,0,0,0,anomaly
0,tcp,SF,218,2894,1,1,21,1,1,33,1,0,1,0.09,0,0,normal
0,tcp,SF,224,2899,1,17,17,1,255,255,1,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,120,6,0.05,255,6,0.02,0.05,0,0,1,1,anomaly
0,tcp,S0,0,0,0,187,19,0.1,255,19,0.07,0.1,0,0,0,0,anomaly
0,tcp,SF,282,41575,1,3,46,1,255,255,1,0,0,0,0,0,normal
0,tcp,RSTO,0,0,0,13,3,0.23,255,63,0.25,0.1,0.01,0,1,1,anomaly
0,tcp,SF,178,14515,1,7,7,1,138,255,1,0,0.01,0.03,0,0,normal
0,udp,SF,46,78,0,142,142,1,255,255,1,0,0.01,0,0,0,normal
0,tcp,REJ,0,0,0,134,13,0.1,255,13,0.05,0.06,0,0,1,1,anomaly
2873,udp,SF,146,105,0,1,1,1,228,2,0.01,0.07,0.25,0,0.01,0,normal
0,tcp,SF,226,467,1,28,29,1,255,255,1,0,0,0,0,0,normal
