0,tcp,SF,121,174,0,1,1,0,0,0,0,1,0,0,255,100,0.39,0.02,0,0,0,0,0.01,0.03,anomaly
0,tcp,RSTR,0,0,0,1,1,0,0,1,1,1,0,0,255,1,0,0.93,0.93,0,0,0,0.92,1,normal
281,tcp,SF,158,595,1,1,1,0,0,0,0,1,0,0,110,44,0.4,0.05,0.01,0,0,0,0,0,anomaly
7469,tcp,SF,0,44,0,1,1,0,0,0,0,1,0,0,255,207,0.81,0.03,0,0,0.33,0.41,0.12,0.07,anomaly
0,tcp,SF,322,1689,1,10,10,0,0,0,0,1,0,0,51,247,1,0,0.02,0.01,0,0,0,0,normal
0,tcp,SF,241,590,1,3,4,0,0,0,0,1,0,0.5,23,255,1,0,0.04,0.07,0,0,0,0,normal
0,tcp,SF,120,174,0,1,1,0,0,0,0,1,0,0,255,238,0.93,0.02,0,0,0,0,0.02,0.03,anomaly
0,tcp,SF,54540,8314,1,3,4,0,0,0,0,1,0,0.5,255,255,1,0,0,0,0,0,0.04,0.04,anomaly
0,tcp,SF,217,24911,1,1,1,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,105,146,0,1,1,0,0,0,0,1,0,0,111,111,1,0,0.01,0,0,0,0,0,anomaly
0,tcp,RSTO,0,0,0,111,5,0,0,1,1,0.05,0.07,0,255,5,0.02,0.06,0,0,0,0,1,1,anomaly
0,tcp,SF,204,616,1,6,32,0,0,0,0,1,0,0.19,221,255,1,0,0,0.01,0,0,0,0,normal
0,tcp,SF,231,12028,1,6,6,0,0,0,0,1,0,0,56,247,1,0,0.02,0.03,0,0,0,0,normal
0,tcp,SF,1410,480,1,1,2,0,0,0,0,1,0,1,31,123,0.26,0.1,0.03,0.02,0,0,0.13,0,normal
0,tcp,REJ,0,0,0,4,9,0,0,1,1,0.25,1,1,98,43,0.14,0.05,0.01,0.05,0.03,0,0.89,1,anomaly
0,tcp,SF,315,4485,1,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,52,49,0,503,503,0,0,0,0,1,0,0,255,255,1,0,0.82,0,0,0,0,0,normal
0,icmp,SF,520,0,0,264,264,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,anomaly
0,tcp,SF,364,14744,1,20,20,0.05,0.05,0,0,1,0,0,27,255,1,0,0.04,0.04,0.04,0,0,0,normal
0,tcp,REJ,0,0,0,278,20,0,0,1,1,0.07,0.05,0,255,20,0.08,0.06,0,0,0,0,1,1,anomaly
0,tcp,SF,205,809,1,5,7,0,0,0,0,1,0,0.43,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,313,735,1,7,7,0,0,0,0,1,0,0,45,231,1,0,0.02,0.04,0,0,0,0,normal
0,udp,SF,43,0,0,1,1,0,0,0,0,1,0,0,255,255,1,0,0.02,0,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,252,8,0,0,1,1,0.03,0.06,0,255,8,0.03,0.06,0,0,0,0,1,1,anomaly
1,tcp,SF,2599,293,1,3,3,0,0,0,0,1,0,0,255,207,0.81,0.13,0,0,0,0,0.18,0,anomaly
0,udp,SF,44,44,0,92,92,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,30,217,1,1,1,0,0,0,0,1,0,0,90,12,0.13,0.06,0.01,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,121,11,1,1,0,0,0.09,0.07,0,255,11,0.04,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,6259,335,1,1,1,0,0,0,0,1,0,0,121,176,0.73,0.06,0.01,0.01,0.01,0.01,0.06,0.04,normal
0,tcp,SF,238,1738,1,9,9,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,245,676,1,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,RSTO,0,0,0,266,4,0,0,1,1,0.02,0.06,0,255,4,0.02,0.06,0,0,0,0,1,1,anomaly
0,tcp,SF,8766,0,0,6,6,0,0,0,0,1,0,0,12,78,1,0,1,0.05,0,0,0,0,normal
0,tcp,S0,0,0,0,160,12,1,1,0,0,0.08,0.08,0,255,12,0.05,0.08,0,0,1,1,0,0,anomaly
1,tcp,SF,2599,293,1,3,3,0,0,0,0,1,0,0,255,154,0.6,0.13,0,0,0,0,0.38,0,anomaly
0,tcp,SF,228,638,1,2,2,0,0,0,0,1,0,0,121,255,1,0,0.01,0.04,0,0,0,0,normal
0,tcp,SF,225,243,1,9,10,0,0,0,0,1,0,0.2,31,243,1,0,0.03,0.06,0,0,0,0,normal
0,tcp,REJ,0,0,0,31,20,0,0,1,1,0.65,0.06,0,255,20,0.08,0.75,0.01,0,0,0,0.87,1,anomaly
0,tcp,SF,329,774,1,25,25,0,0,0,0,1,0,0,196,255,1,0,0.01,0.01,0,0,0,0,normal
0,tcp,REJ,0,0,0,398,1,0.17,0,0.83,1,0,1,0,255,1,0,0.91,0,0,0.16,0,0.84,1,anomaly
909,tcp,RSTR,1024,0,1,78,78,0,0,1,1,1,0,0,255,255,1,0,0,0,0,0,0.41,0.41,anomaly
0,tcp,S0,0,0,0,210,3,1,1,0,0,0.01,0.07,0,255,3,0.01,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,328,1302,1,19,19,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,207,267,1,7,27,0,0.74,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,S0,0,0,0,142,6,1,1,0,0,0.04,0.06,0,255,6,0.02,0.06,0,0,1,1,0,0,anomaly
0,tcp,SF,212,280,1,5,8,0,0,0,0,1,0,0.25,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,SF,229,2494,1,10,10,0,0,0,0,1,0,0,218,255,1,0,0,0.03,0,0,0,0,normal
0,tcp,S0,0,0,0,236,4,1,1,0,0,0.02,0.06,0,255,4,0.02,0.07,0,0,1,1,0,0,anomaly
0,tcp,SF,218,2894,1,1,21,0,0,0,0,1,0,0.1,1,33,1,0,1,0.09,0,0,0,0,normal
0,tcp,SF,224,2899,1,17,17,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,120,6,0,0,1,1,0.05,0.07,0,255,6,0.02,0.05,0,0,0,0,1,1,anomaly
0,tcp,S0,0,0,0,187,19,1,1,0,0,0.1,0.09,0,255,19,0.07,0.1,0,0,1,1,0,0,anomaly
0,tcp,SF,282,41575,1,3,46,0,0,0,0,1,0,0.04,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,RSTO,0,0,0,13,3,0,0,1,1,0.23,0.31,0,255,63,0.25,0.1,0.01,0,0,0,1,1,anomaly
0,tcp,SF,178,14515,1,7,7,0,0,0,0,1,0,0,138,255,1,0,0.01,0.03,0,0,0,0,normal
0,udp,SF,46,78,0,142,142,0,0,0,0,1,0,0,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,134,13,0,0,1,1,0.1,0.06,0,255,13,0.05,0.06,0,0,0,0,1,1,anomaly
2873,udp,SF,146,105,0,1,1,0,0,0,0,1,0,0,228,2,0.01,0.07,0.25,0,0,0,0.01,0,normal
0,tcp,SF,226,467,1,28,29,0,0,0,0,1,0,0.07,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,28,0,0,40,40,0,0,0,0,1,0,0,255,40,0.16,0.02,0.16,0,0,0,0,0,normal
0,icmp,SF,8,0,0,1,1,0,0,0,0,1,0,0,2,148,1,0,1,0.5,0,0,0,0,anomaly
0,tcp,REJ,0,0,0,263,14,0,0,1,1,0.05,0.06,0,255,14,0.05,0.07,0,0,0,0,1,1,anomaly
4,tcp,SF,28,93,1,1,1,0,0,0,0,1,0,0,255,247,0.97,0.01,0,0,0,0,0.02,0,anomaly
7348,tcp,SF,0,44,0,1,1,0,0,0,0,1,0,0,255,233,0.91,0.02,0,0,0.33,0.36,0.1,0.05,anomaly
0,tcp,SF,297,446,1,33,33,0,0,0,0,1,0,0,245,255,1,0,0,0.01,0,0,0,0,normal
0,icmp,SF,8,0,0,1,3,0,0,0,0,1,0,1,1,32,1,0,1,0.53,0,0,0,0,anomaly
0,tcp,SF,234,7351,1,9,9,0,0,0,0,1,0,0,9,255,1,0,0.11,0.04,0,0,0,0,normal
0,tcp,SF,224,5320,1,28,35,0,0,0,0,1,0,0.06,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,105,0,0,3,3,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,normal
0,udp,SF,0,0,0,1,1,0,0,0,0,1,0,0,130,1,0.01,0.03,0.01,0,0.77,0,0,0,anomaly
0,icmp,SF,508,0,0,511,511,0,0,0,0,1,0,0,255,132,0.52,0.02,0.52,0,0,0,0.44,0,anomaly
0,tcp,S0,0,0,0,1,1,1,1,0,0,1,0,0,146,86,0.34,0.02,0.01,0.02,1,1,0,0,anomaly
0,tcp,SF,190,296,1,19,23,0,0,0,0,1,0,0.09,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,53,50,0,193,193,0,0,0,0,1,0,0,255,255,1,0,0.75,0,0,0,0,0,normal
0,udp,SF,105,146,0,1,1,0,0,0,0,1,0,0,75,74,0.99,0.03,0.01,0,0,0,0,0,normal
0,tcp,SF,213,8477,1,1,4,0,0,0,0,1,0,0.5,28,255,1,0,0.04,0.05,0,0,0,0,normal
0,tcp,SF,204,2948,1,3,3,0,0,0,0,1,0,0,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,64,1,0,0,0.98,1,0.02,1,0,99,1,0.01,0.55,0.01,0,0,0,0.49,1,anomaly
7538,tcp,SF,0,44,0,1,1,0,0,0,0,1,0,0,255,173,0.68,0.3,0,0,0.5,0.73,0.3,0.01,anomaly
0,tcp,REJ,0,0,0,206,15,0,0,1,1,0.07,0.07,0,255,15,0.06,0.07,0,0,0,0,1,1,anomaly
788,tcp,RSTR,1024,0,1,52,52,0.12,0.12,0.88,0.88,1,0,0,255,254,1,0.01,0,0,0.03,0.03,0.73,0.73,anomaly
0,tcp,REJ,0,0,0,107,17,0,0,1,1,0.16,0.06,0,255,17,0.07,0.05,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,1,5,0,0,1,1,1,0,1,101,87,0.35,0.05,0.01,0.02,0,0,0.89,0.69,anomaly
8220,tcp,SF,0,15,0,1,1,0,0,0,0,1,0,0,255,63,0.25,0.02,0,0,0.77,0.81,0.01,0.03,anomaly
0,tcp,S0,0,0,0,1,11,1,0.09,0,0.45,1,0,0.55,97,85,0.34,0.03,0.01,0.02,1,1,0,0,anomaly
0,tcp,REJ,0,0,0,112,13,0,0,1,1,0.12,0.07,0,255,13,0.05,0.06,0,0,0,0,1,1,anomaly
0,tcp,SF,224,489,1,10,16,0,0,0,0,1,0,0.19,255,255,1,0,0,0,0.01,0.01,0,0,normal
0,tcp,REJ,0,0,0,222,18,0,0,1,1,0.08,0.06,0,255,18,0.07,0.07,0,0,0,0,1,1,anomaly
902,tcp,RSTR,62344,0,1,89,89,0.01,0.01,0.98,0.98,1,0,0,255,255,1,0,0,0,0,0,0.34,0.34,anomaly
0,udp,SF,46,135,0,73,153,0,0,0,0,1,0,0.01,255,255,1,0,0,0,0,0,0,0,normal
0,udp,SF,43,0,0,4,4,0,0,0,0,1,0,0,255,254,1,0.01,0.01,0,0,0,0,0,anomaly
0,tcp,RSTO,0,0,0,30,10,0,0,1,1,0.33,0.07,0,255,11,0.04,0.69,0.02,0,0,0,0.93,0.91,anomaly
0,tcp,SF,220,1212,1,7,38,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,normal
7362,tcp,SF,0,44,0,1,1,0,0,0,0,1,0,0,255,216,0.85,0.16,0,0,0.5,0.59,0.15,0.01,anomaly
0,tcp,SF,297,8526,1,1,16,0,0,0,0,1,0,0.19,122,255,1,0,0.01,0.02,0,0,0,0,normal
0,tcp,S3,0,44,0,1,1,1,1,0,0,1,0,0,255,110,0.43,0.51,0,0,0.33,0.77,0.49,0,anomaly
0,tcp,S3,0,44,0,1,1,1,1,0,0,1,0,0,255,79,0.31,0.61,0,0,0.21,0.68,0.6,0,anomaly
6,tcp,SF,154,300,0,1,1,0,0,0,0,1,0,0,255,1,0,0.02,0,0,0,0,0,0,anomaly
0,udp,SF,54,50,0,461,461,0,0,0,0,1,0,0,255,255,1,0,0.94,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,1,4,0,0,1,1,1,0,1,255,28,0.11,0.03,0,0,0,0,0.52,1,anomaly
0,tcp,SF,54540,8314,1,2,2,0,0,0,0,1,0,0,255,251,0.98,0.01,0,0,0,0,0.01,0.01,anomaly
0,icmp,SF,1032,0,0,511,511,0,0,0,0,1,0,0,255,210,0.82,0.01,0.82,0,0,0,0,0,anomaly
0,tcp,S0,0,0,0,34,34,0.03,0.03,0.97,0.97,1,0,0,255,255,1,0,0,0,0.01,0.01,0.58,0.58,anomaly
0,udp,SF,45,45,0,88,152,0,0,0,0,1,0,0.01,253,223,0.88,0.01,0.02,0,0,0,0,0,normal
0,tcp,RSTO,0,0,0,217,1,0,0,1,1,0,0.08,0,255,1,0,0.08,0,0,0,0,1,1,anomaly
0,tcp,SF,12,0,0,1,1,0,0,0,0,1,0,0,11,17,1,0,1,0.12,0,0,0,0,anomaly
0,tcp,SF,195,27119,1,1,1,0,0,0,0,1,0,0,58,251,1,0,0.02,0.04,0,0,0,0,normal
912,tcp,RSTR,60884,0,1,29,29,0.03,0.03,0.93,0.93,1,0,0,255,255,1,0,0,0,0,0,0.11,0.11,anomaly
3,tcp,SF,28,93,1,1,1,0,0,0,0,1,0,0,255,248,0.97,0.01,0,0,0,0,0,0,anomaly
0,tcp,RSTO,0,0,0,236,16,0,0,1,1,0.07,0.07,0,255,16,0.06,0.08,0,0,0,0,1,1,anomaly
0,udp,SF,1,0,0,21,1,0,0,0,0,0.05,0.48,0,255,1,0,0.72,0.78,0,0.02,0,0.18,0,anomaly
0,tcp,S0,0,0,0,102,13,1,1,0,0,0.13,0.06,0,255,13,0.05,0.05,0,0,1,1,0,0,anomaly
0,tcp,SF,7,225,0,1,1,0,0,0,0,1,0,0,1,12,1,0,1,0.17,0,0,0,0,normal
0,tcp,SF,304,1000,1,10,10,0,0,0,0,1,0,0,62,255,1,0,0.02,0.05,0,0,0,0,normal
0,tcp,SF,298,1267,1,4,18,0,0,0,0,1,0,0.11,255,255,1,0,0,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,216,6,0,0,1,1,0.03,0.07,0,255,6,0.02,0.07,0,0,0,0,1,1,anomaly
0,udp,SF,43,43,0,143,221,0,0,0,0,0.99,0.01,0.01,255,255,1,0,0.01,0,0,0,0,0,normal
0,tcp,REJ,0,0,0,113,20,0,0,1,1,0.18,0.06,0,255,20,0.08,0.07,0,0,0,0,1,1,anomaly
0,tcp,REJ,0,0,0,399,1,0.15,0,0.85,1,0,1,0,255,1,0,0.93,0,0,0.15,0,0.85,1,anomaly
0,tcp,SF,181,11444,1,6,6,0,0,0,0,1,0,0,45,255,1,0,0.02,0.04,0,0,0,0,normal
0,udp,SF,1,1,0,10,9,0,0,0,0,0.9,0.2,0,255,9,0.04,0.91,0.1,0,0.04,0,0.84,0,anomaly
0,tcp,REJ,0,0,0,222,16,0,0,1,1,0.07,0.07,0,255,16,0.06,0.08,0,0,0,0,1,1,anomaly
