121,anomaly
0,normal
158,anomaly
0,anomaly
322,normal
241,normal
120,anomaly
54540,anomaly
217,normal
105,anomaly
0,anomaly
204,normal
231,normal
1410,normal
0,anomaly
315,normal
52,normal
520,anomaly
364,normal
0,anomaly
205,normal
313,normal
43,anomaly
0,anomaly
2599,anomaly
44,normal
30,anomaly
0,anomaly
6259,normal
238,normal
245,normal
0,anomaly
8766,normal
0,anomaly
2599,anomaly
228,normal
225,normal
0,anomaly
329,normal
0,anomaly
1024,anomaly
0,anomaly
328,normal
207,normal
0,anomaly
212,normal
229,normal
0,anomaly
218,normal
224,normal
0,anomaly
0,anomaly
282,normal
0,anomaly
178,normal
46,normal
0,anomaly
146,normal
226,normal
28,normal
8,anomaly
0,anomaly
28,anomaly
0,anomaly
297,normal
8,anomaly
234,normal
224,normal
105,normal
0,anomaly
508,anomaly
0,anomaly
190,normal
53,normal
105,normal
213,normal
204,normal
0,anomaly
0,anomaly
0,anomaly
1024,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
224,normal
0,anomaly
62344,anomaly
46,normal
43,anomaly
0,anomaly
220,normal
0,anomaly
297,normal
0,anomaly
0,anomaly
154,anomaly
54,normal
0,anomaly
54540,anomaly
1032,anomaly
0,anomaly
45,normal
0,anomaly
12,anomaly
195,normal
60884,anomaly
28,anomaly
0,anomaly
1,anomaly
0,anomaly
7,normal
304,normal
298,normal
0,anomaly
43,normal
0,anomaly
0,anomaly
181,normal
1,anomaly
0,anomaly
0,anomaly
1008,anomaly
30,anomaly
0,anomaly
164,anomaly
0,anomaly
54540,anomaly
268,normal
0,anomaly
345,normal
0,anomaly
0,anomaly
2599,anomaly
212,normal
508,anomaly
1480,anomaly
0,anomaly
8173,normal
311,normal
42,anomaly
0,anomaly
0,anomaly
298,normal
213,normal
243,normal
0,anomaly
209,normal
203,normal
30,anomaly
238,normal
28,anomaly
0,anomaly
0,anomaly
146,normal
0,anomaly
293,normal
0,anomaly
0,anomaly
258,normal
48,normal
218,normal
1,anomaly
0,anomaly
0,anomaly
157,anomaly
0,anomaly
2851,normal
268,normal
0,anomaly
0,anomaly
1032,anomaly
307,normal
42,normal
233,normal
1503,normal
0,anomaly
46,anomaly
0,anomaly
335,normal
12,anomaly
1032,anomaly
0,anomaly
354,normal
29824,anomaly
54540,anomaly
218,normal
289,normal
18,anomaly
339,normal
196,normal
41,normal
0,anomaly
282,normal
0,anomaly
511,normal
36,normal
0,anomaly
122,anomaly
60884,anomaly
211,normal
211,normal
229,normal
44,normal
0,anomaly
0,anomaly
283618,anomaly
0,anomaly
198,normal
303,normal
305,normal
311,normal
291,normal
30,anomaly
254,normal
294,normal
0,anomaly
105,anomaly
1,normal
46,normal
0,anomaly
0,anomaly
2783,anomaly
0,anomaly
253,normal
231,normal
240,normal
239,normal
0,anomaly
329,normal
33580,anomaly
45,normal
252,normal
310,normal
520,anomaly
219,normal
44,normal
209,normal
250,normal
0,normal
282,normal
230,normal
230,normal
234,normal
0,anomaly
0,anomaly
286,normal
195,normal
41,anomaly
0,anomaly
1032,anomaly
220,normal
32,anomaly
307,normal
1439,normal
210,normal
0,anomaly
0,anomaly
520,anomaly
10925,normal
0,anomaly
210,normal
0,anomaly
0,anomaly
44,normal
383,normal
158,anomaly
54540,anomaly
0,anomaly
225,normal
0,anomaly
0,anomaly
162,anomaly
286,normal
188,normal
48,anomaly
0,anomaly
54,normal
283,normal
0,anomaly
0,anomaly
382,normal
329,normal
45260,anomaly
44,normal
231,normal
44,normal
0,anomaly
254,normal
0,anomaly
54,normal
209,normal
292,normal
43,normal
0,anomaly
20,anomaly
26,anomaly
0,anomaly
295,normal
18,anomaly
161,anomaly
298,normal
0,anomaly
206,normal
283618,anomaly
0,anomaly
295,normal
0,anomaly
0,anomaly
1083,normal
54,normal
0,anomaly
0,anomaly
64,normal
45,normal
0,anomaly
203,normal
288,normal
45,anomaly
305,normal
226,normal
16787,normal
0,anomaly
1439,normal
160,anomaly
930,normal
0,anomaly
247,normal
0,anomaly
0,anomaly
52,normal
1032,anomaly
740,normal
44,normal
0,anomaly
0,anomaly
0,anomaly
296,normal
0,anomaly
0,anomaly
0,anomaly
285,normal
2190,normal
317,normal
182,normal
0,anomaly
304,normal
0,anomaly
0,anomaly
199,normal
762,normal
0,anomaly
43,normal
0,anomaly
0,anomaly
313,normal
0,anomaly
0,anomaly
313,normal
221,normal
5363,normal
0,anomaly
229,normal
0,anomaly
28,anomaly
331,normal
18,anomaly
42,normal
93184,anomaly
0,normal
46,anomaly
123,anomaly
0,anomaly
0,anomaly
288,normal
2191,normal
0,anomaly
233,normal
1032,anomaly
229,normal
0,anomaly
0,anomaly
215,normal
173,normal
0,anomaly
252,normal
0,anomaly
1,anomaly
77344,anomaly
2599,anomaly
0,anomaly
249,normal
0,anomaly
26,anomaly
40,anomaly
207,normal
0,anomaly
0,anomaly
234,normal
0,normal
0,anomaly
400,normal
273,normal
1,anomaly
255,normal
307,normal
0,anomaly
1620,normal
18,anomaly
0,anomaly
296,normal
0,anomaly
356,normal
111,normal
185,normal
32,anomaly
309,normal
28,anomaly
350,normal
0,anomaly
0,anomaly
216,normal
283618,anomaly
235,normal
1,anomaly
242,normal
12,anomaly
0,anomaly
223,normal
59424,anomaly
44,normal
0,anomaly
0,anomaly
218,normal
0,anomaly
26,anomaly
12,anomaly
184,normal
0,anomaly
0,anomaly
0,anomaly
1,anomaly
0,anomaly
105,normal
0,anomaly
322,normal
346,normal
0,anomaly
160,anomaly
0,anomaly
0,anomaly
1167,normal
1,normal
71104,anomaly
201,normal
297,normal
0,anomaly
2599,anomaly
0,anomaly
283618,anomaly
245,normal
1032,anomaly
0,anomaly
294,normal
36,anomaly
43,anomaly
1,normal
210,normal
32120,anomaly
236,normal
2575,normal
367,normal
52,normal
0,anomaly
751,normal
53,normal
196,normal
0,anomaly
54,normal
298,normal
45,normal
74024,anomaly
4024,normal
45,normal
0,anomaly
105,anomaly
0,anomaly
32,anomaly
20,anomaly
0,anomaly
0,anomaly
1100,normal
0,anomaly
2599,anomaly
0,anomaly
18,anomaly
0,anomaly
105,normal
160,anomaly
0,anomaly
296,normal
0,anomaly
216,normal
234,normal
283618,anomaly
160,anomaly
0,anomaly
0,anomaly
245,normal
0,anomaly
0,anomaly
326,normal
334,normal
243,normal
128,anomaly
283,normal
54,normal
1032,anomaly
0,anomaly
127,anomaly
990,normal
0,anomaly
0,anomaly
0,anomaly
46,anomaly
0,anomaly
0,anomaly
0,anomaly
252,normal
0,anomaly
209,normal
87164,anomaly
0,anomaly
0,anomaly
323,normal
315,normal
49,anomaly
1032,anomaly
0,anomaly
0,anomaly
0,anomaly
280,normal
0,anomaly
1,anomaly
0,anomaly
230,normal
30,anomaly
261,normal
322,normal
0,anomaly
1196,normal
283,normal
54540,anomaly
312,normal
34,normal
105,anomaly
158,anomaly
105,anomaly
0,anomaly
234,normal
44,normal
242,normal
1215,normal
0,anomaly
30,anomaly
232,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
160,anomaly
0,anomaly
204,normal
0,normal
43,normal
105,anomaly
238,normal
8,anomaly
24,anomaly
1713,anomaly
274,normal
0,anomaly
42,normal
1,anomaly
54540,anomaly
1,anomaly
0,anomaly
56504,anomaly
0,anomaly
165,normal
214,normal
0,anomaly
319,normal
0,anomaly
207,normal
0,anomaly
8,normal
312,normal
44,normal
214,normal
0,anomaly
199,normal
339,normal
45,normal
0,anomaly
242,normal
306,normal
338,normal
124,anomaly
0,anomaly
0,anomaly
0,anomaly
687,normal
329,normal
357,normal
217,normal
54540,anomaly
105,normal
0,anomaly
274,normal
160,anomaly
0,anomaly
60064,anomaly
288,normal
0,anomaly
0,anomaly
54540,anomaly
6,anomaly
3166,normal
306,normal
283618,anomaly
8,anomaly
2599,anomaly
45,normal
0,anomaly
0,anomaly
0,anomaly
9849,normal
285,normal
56504,anomaly
12,anomaly
280,normal
319,normal
2599,anomaly
54540,anomaly
42,normal
338,normal
212,normal
32,anomaly
0,normal
30,anomaly
0,anomaly
0,anomaly
0,anomaly
44,normal
237,normal
508,anomaly
0,anomaly
378,normal
0,anomaly
1373,normal
0,anomaly
311,normal
198,normal
45,normal
0,anomaly
0,anomaly
0,anomaly
2599,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
160,anomaly
43,anomaly
232,normal
2599,anomaly
323,normal
738,normal
218,normal
280,normal
215,normal
0,anomaly
53,normal
0,anomaly
307,normal
0,anomaly
0,anomaly
1008,anomaly
0,anomaly
161,normal
1,normal
0,anomaly
1032,anomaly
0,normal
42,normal
650,normal
0,anomaly
1032,anomaly
1008,anomaly
246,normal
0,anomaly
32,anomaly
45,normal
262,normal
0,anomaly
0,anomaly
28,anomaly
0,anomaly
4753,normal
20,anomaly
105,anomaly
0,anomaly
235,normal
307,normal
0,anomaly
162,anomaly
30,anomaly
54540,anomaly
1907,normal
0,anomaly
0,anomaly
78162,normal
0,anomaly
0,anomaly
203,normal
0,anomaly
54,normal
130,anomaly
0,anomaly
0,anomaly
0,anomaly
289,normal
1480,anomaly
227,normal
0,anomaly
125,anomaly
224,normal
0,anomaly
0,anomaly
251,normal
722,normal
54,normal
32,anomaly
212,normal
12,anomaly
0,anomaly
1,normal
221,normal
0,anomaly
0,anomaly
0,anomaly
283618,anomaly
1032,anomaly
0,anomaly
0,anomaly
252,normal
211,normal
1773,anomaly
0,anomaly
0,anomaly
257,normal
223,normal
0,anomaly
336,normal
0,anomaly
0,anomaly
41,normal
219,normal
0,anomaly
0,anomaly
308,normal
0,anomaly
0,anomaly
0,anomaly
0,anomaly
162,anomaly
55,normal
0,anomaly
0,anomaly
44,normal
0,anomaly
248,normal
952,normal
362,normal
0,anomaly
26,anomaly
0,anomaly
0,anomaly
0,anomaly
0,anomaly
215,normal
0,anomaly
0,anomaly
164,anomaly
0,anomaly
201,normal
188,normal
77344,anomaly
0,normal
0,anomaly
53,normal
